$ time python3 match_scores.py 1980 1989

Scraping match info for 104 tournaments...
Year    Order    Tournament                                Matches
1989    33       Bologna                                   31
1989    34       Bristol                                   31
1989    35       Bari                                      31
1989    36       Wimbledon                                 127
1989    37       Boston                                    55
1989    38       Gstaad                                    31
1989    39       Newport                                   31
1989    40       Schenectady                               31
1989    41       Washington                                55
1989    42       Stuttgart Outdoor                         47
1989    43       Hilversum                                 31
1989    44       Stratton Mountain                         63
1989    45       Kitzbuhel                                 63
1989    46       Bastad                                    31
1989    47       Indianapolis                              55
1989    48       Prague                                    31
1989    49       Livingston                                31
1989    50       Montreal / Toronto                        55
1989    51       Cincinnati                                63
1989    52       St. Vincent                               31
1989    53       San Marino                                31
1989    54       US Open                                   127
1989    55       Geneva                                    31
1989    56       Madrid                                    31
1989    57       Barcelona                                 55
1989    58       Los Angeles                               31
1989    59       San Francisco                             31
1989    60       Bordeaux                                  31
1989    61       Palermo                                   31
1989    62       Orlando                                   31
1989    63       Brisbane                                  31
1989    64       Basel                                     31
1989    65       Sydney Indoor                             31
1989    66       Toulouse                                  31
1989    67       Vienna                                    31
1989    68       Tel Aviv                                  31
1989    69       Tokyo Indoor                              31
1989    70       Frankfurt                                 31
1989    71       Paris                                     31
1989    72       Stockholm                                 47
1989    73       Sao Paulo                                 31
1989    74       Wembley                                   31
1989    75       Johannesburg                              31
1989    76       Itaparica                                 31
1989    77       Masters                                   15
1989    78       Masters Doubles                           0

real    0m25.577s
user    0m19.338s
sys     0m0.382s
