1967-520,2,french-championships,/en/scores/archive/french-championships/520/1967/results,Round of 32,5,4,Wieslaw Gasiorek,g152,wieslaw-gasiorek,Nicola Pietrangeli,p141,nicola-pietrangeli,,4,63 75 63,3,0,19,11,0,0,1967-520-3-13-g152-p141,
1967-520,2,french-championships,/en/scores/archive/french-championships/520/1967/results,Round of 32,5,5,Istvan Gulyas,g151,istvan-gulyas,Harald Elschenbroich,e037,harald-elschenbroich,5,,61 63 62,3,0,18,6,0,0,1967-520-3-12-g151-e037,
1967-520,2,french-championships,/en/scores/archive/french-championships/520/1967/results,Round of 32,5,6,Martin Mulligan,m155,martin-mulligan,Francois Jauffret,j031,francois-jauffret,6,,64 63 46 64,3,1,22,17,0,0,1967-520-3-11-m155-j031,
1967-520,2,french-championships,/en/scores/archive/french-championships/520/1967/results,Round of 32,5,7,Milan Holecek,h059,milan-holecek,Alex Metreveli,m271,alex-metreveli,,7,62 64 63,3,0,18,9,0,0,1967-520-3-10-h059-m271,
1967-520,2,french-championships,/en/scores/archive/french-championships/520/1967/results,Round of 32,5,8,Pierre Darmon,d131,pierre-darmon,Ray Ruffels,r076,ray-ruffels,8,,63 62 86,3,0,20,11,0,0,1967-520-3-9-d131-r076,
1967-520,2,french-championships,/en/scores/archive/french-championships/520/1967/results,Round of 32,5,9,Bob Hewitt,h058,bob-hewitt,Nicholas Kalogeropoulos,k045,nicholas-kalogeropoulos,9,,68 62 46 61 62,3,2,28,19,0,0,1967-520-3-8-h058-k045,
1967-520,2,french-championships,/en/scores/archive/french-championships/520/1967/results,Round of 32,5,10,Cliff Drysdale,d082,cliff-drysdale,Ken Fletcher,f108,ken-fletcher,10,,75 16 60 75,3,1,21,16,0,0,1967-520-3-7-d082-f108,
1967-520,2,french-championships,/en/scores/archive/french-championships/520/1967/results,Round of 32,5,11,Tom Okker,o032,tom-okker,Sergei Likhachev,l119,sergei-likhachev,11,,63 62 61,3,0,18,6,0,0,1967-520-3-6-o032-l119,
1967-520,2,french-championships,/en/scores/archive/french-championships/520/1967/results,Round of 32,5,12,Owen Davidson,d054,owen-davidson,Patricio Cornejo,c088,patricio-cornejo,13,,86 16 75 46 63,3,2,26,26,0,0,1967-520-3-5-d054-c088,
1967-520,2,french-championships,/en/scores/archive/french-championships/520/1967/results,Round of 32,5,13,Nikola Pilic,p080,nikola-pilic,Ramanathan Krishnan,k103,ramanathan-krishnan,14,,63 86 61,3,0,20,10,0,0,1967-520-3-4-p080-k103,
1967-520,2,french-championships,/en/scores/archive/french-championships/520/1967/results,Round of 32,5,14,Jan Kodes,k049,jan-kodes,Ilie Nastase,n008,ilie-nastase,15,,64 75 63,3,0,19,12,0,0,1967-520-3-3-k049-n008,
1967-520,2,french-championships,/en/scores/archive/french-championships/520/1967/results,Round of 32,5,15,Vyacheslav Egorov,e894,vyacheslav-egorov,Frew McMillan,m111,frew-mcmillan,,,97 62 97,3,0,24,16,0,0,1967-520-3-2-e894-m111,
1967-520,2,french-championships,/en/scores/archive/french-championships/520/1967/results,Round of 32,5,16,Nicola Spear,s146,nicola-spear,Aleksandr Ivanov,i344,aleksandr-ivanov,,,46 63 61 64,3,1,22,14,0,0,1967-520-3-1-s146-i344,
1967-520,2,french-championships,/en/scores/archive/french-championships/520/1967/results,Round of 64,6,1,Roy Emerson,e030,roy-emerson,Ivan Molina,m152,ivan-molina,1,,75 26 64 61,3,1,21,16,0,0,1967-520-2-32-e030-m152,
1967-520,2,french-championships,/en/scores/archive/french-championships/520/1967/results,Round of 64,6,2,Tony Roche,r073,tony-roche,Takeshi Koura,k137,takeshi-koura,2,,63 62 63,3,0,18,8,0,0,1967-520-2-31-r073-k137,
1967-520,2,french-championships,/en/scores/archive/french-championships/520/1967/results,Round of 64,6,3,John Newcombe,n044,john-newcombe,Bernard Montrenaud,m279,bernard-montrenaud,3,,75 63 64,3,0,19,12,0,0,1967-520-2-30-n044-m279,
1967-520,2,french-championships,/en/scores/archive/french-championships/520/1967/results,Round of 64,6,4,Nicola Pietrangeli,p141,nicola-pietrangeli,Eric Drossart,d134,eric-drossart,4,,63 75 57 62,3,1,24,17,0,0,1967-520-2-29-p141-d134,
1967-520,2,french-championships,/en/scores/archive/french-championships/520/1967/results,Round of 64,6,5,Istvan Gulyas,g151,istvan-gulyas,Patricio Rodriguez,r074,patricio-rodriguez,5,,63 60 64,3,0,18,7,0,0,1967-520-2-28-g151-r074,
1967-520,2,french-championships,/en/scores/archive/french-championships/520/1967/results,Round of 64,6,6,Martin Mulligan,m155,martin-mulligan,Stanley Matthews,m268,stanley-matthews,6,,62 75 64,3,0,19,11,0,0,1967-520-2-27-m155-m268,
1967-520,2,french-championships,/en/scores/archive/french-championships/520/1967/results,Round of 64,6,7,Alex Metreveli,m271,alex-metreveli,Andras Szikszai,s977,andras-szikszai,7,,61 46 61 62,3,1,22,10,0,0,1967-520-2-26-m271-s977,
1967-520,2,french-championships,/en/scores/archive/french-championships/520/1967/results,Round of 64,6,8,Pierre Darmon,d131,pierre-darmon,Ryoichi Mori,m312,ryoichi-mori,8,,63 60 63,3,0,18,6,0,0,1967-520-2-25-d131-m312,
1967-520,2,french-championships,/en/scores/archive/french-championships/520/1967/results,Round of 64,6,9,Bob Hewitt,h058,bob-hewitt,Jean-Baptiste Chanfreau,c083,jean-baptiste-chanfreau,9,,62 61 61,3,0,18,4,0,0,1967-520-2-24-h058-c083,
1967-520,2,french-championships,/en/scores/archive/french-championships/520/1967/results,Round of 64,6,10,Cliff Drysdale,d082,cliff-drysdale,Ferenc Komaromi,k144,ferenc-komaromi,10,,97 86 46 64,3,1,27,23,0,0,1967-520-2-23-d082-k144,
1967-520,2,french-championships,/en/scores/archive/french-championships/520/1967/results,Round of 64,6,11,Tom Okker,o032,tom-okker,Colin Stubs,s244,colin-stubs,11,,61 62 61,3,0,18,4,0,0,1967-520-2-22-o032-s244,
1967-520,2,french-championships,/en/scores/archive/french-championships/520/1967/results,Round of 64,6,12,Aleksandr Ivanov,i344,aleksandr-ivanov,Bill Bowrey,b224,bill-bowrey,,12,62 36 62 64,3,1,21,14,0,0,1967-520-2-21-i344-b224,
1967-520,2,french-championships,/en/scores/archive/french-championships/520/1967/results,Round of 64,6,13,Owen Davidson,d054,owen-davidson,Gaetano Di Maso,d132,gaetano-di-maso,13,,16 62 61 62,3,1,19,11,0,0,1967-520-2-20-d054-d132,
1967-520,2,french-championships,/en/scores/archive/french-championships/520/1967/results,Round of 64,6,14,Nikola Pilic,p080,nikola-pilic,Peter Szoke,s230,peter-szoke,14,,61 62 63,3,0,18,6,0,0,1967-520-2-19-p080-s230,
1967-520,2,french-championships,/en/scores/archive/french-championships/520/1967/results,Round of 64,6,15,Jan Kodes,k049,jan-kodes,Ingo Buding,b225,ingo-buding,15,,97 63 63,3,0,21,13,0,0,1967-520-2-18-k049-b225,
1967-520,2,french-championships,/en/scores/archive/french-championships/520/1967/results,Round of 64,6,16,Patricio Cornejo,c088,patricio-cornejo,Juan Couder,c230,juan-couder,,,64 62 63,3,0,18,9,0,0,1967-520-2-17-c088-c230,
1967-520,2,french-championships,/en/scores/archive/french-championships/520/1967/results,Round of 64,6,17,Vyacheslav Egorov,e894,vyacheslav-egorov,Robert Puddicombe,p635,robert-puddicombe,,,64 64 57 46 64,3,2,27,25,0,0,1967-520-2-16-e894-p635,
1967-520,2,french-championships,/en/scores/archive/french-championships/520/1967/results,Round of 64,6,18,Harald Elschenbroich,e037,harald-elschenbroich,Keishiro Yanagi,y015,keishiro-yanagi,,,63 64 61,3,0,18,8,0,0,1967-520-2-15-e037-y015,
1967-520,2,french-championships,/en/scores/archive/french-championships/520/1967/results,Round of 64,6,19,Ken Fletcher,f108,ken-fletcher,John Clifton,c169,john-clifton,,,60 62 64,3,0,18,6,0,0,1967-520-2-14-f108-c169,
1967-520,2,french-championships,/en/scores/archive/french-championships/520/1967/results,Round of 64,6,20,Wieslaw Gasiorek,g152,wieslaw-gasiorek,Ichizo Konishi,kf38,ichizo-konishi,,,64 75 62,3,0,19,11,0,0,1967-520-2-13-g152-kf38,
1967-520,2,french-championships,/en/scores/archive/french-championships/520/1967/results,Round of 64,6,21,Milan Holecek,h059,milan-holecek,Ron Barnes,bc56,ron-barnes,,,75 64 36 46 97,3,2,29,28,0,0,1967-520-2-12-h059-bc56,
1967-520,2,french-championships,/en/scores/archive/french-championships/520/1967/results,Round of 64,6,22,Francois Jauffret,j031,francois-jauffret,Stepan Koudelka,k098,stepan-koudelka,,,60 16 61 63,3,1,19,10,0,0,1967-520-2-11-j031-k098,
1967-520,2,french-championships,/en/scores/archive/french-championships/520/1967/results,Round of 64,6,23,Boro Jovanovic,j033,boro-jovanovic,Fernando Gentil,g184,fernando-gentil,,,61 62 62,3,0,18,5,0,0,1967-520-2-10-j033-g184,
1967-520,2,french-championships,/en/scores/archive/french-championships/520/1967/results,Round of 64,6,24,Nicholas Kalogeropoulos,k045,nicholas-kalogeropoulos,Allan Stone,s148,allan-stone,,,57 61 64 62,3,1,23,14,0,0,1967-520-2-9-k045-s148,
1967-520,2,french-championships,/en/scores/archive/french-championships/520/1967/results,Round of 64,6,25,Ramanathan Krishnan,k103,ramanathan-krishnan,Jan Kukal,k099,jan-kukal,,,86 62 63,3,0,20,11,0,0,1967-520-2-8-k103-k099,
1967-520,2,french-championships,/en/scores/archive/french-championships/520/1967/results,Round of 64,6,26,Sergei Likhachev,l119,sergei-likhachev,Graham Stilwell,s147,graham-stilwell,,,26 46 64 64 64,3,2,24,24,0,0,1967-520-2-7-l119-s147,
